class,message
0,🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣
0,@holistic dont mind if u send some my way
0,@Lexis i am currently torrenting tulsa king over x11
0,@Lexis you should ban his vps now
0,thats a valid reason this kid just sent me a porn site!
0,bro you literally showed cp on discord before
0,typically liberals are much more educated compared to conservatives
0,💀 💀 💀 💀 💀 💀 💀 💀 💀 💀 💀 💀 💀 💀 💀 💀
0,@Lexis want me to boost to 14?
0,Damm I was about to make my first interaction there
0,conservatives are highly prevalent in states with low IQs
0,Ufff you doxeed me sooo bad i will kill myself what a hacker
0,not getting into an argument right now cause I got no time
0,that's what happens when you watch fox news
0,oh wait did I read that wrong
0,Well I can't show most of the features cause it's in AP mode and I guess that disables some stuff like the VPN configs
0,cnn is infamous for displaying fake news
0,how did we go from fox to cnn
0,because the same can be said for both of them
0,fund right wing political propaganda? shit sounds like a good deal ima keep it
0,i want my cable provider to make fox news an optional addon under the propaganda section
0,fox just has unintelligent propaganda for republicans like tucker carlson so it contributes to the low iq that republicans have
0,can you show at least whats available
0,CNN is liberal but its a credible news source unlike fox
0,well cnn is on the opposite end of the spectrum and as democrats are usually smarter they must be doing something right
0,CNN doesn't really get much wrong but there is bias of course
0,Fox on the other hand was paid off to support the election lie
0,im redoing UI rn so its easier too
0,the fox hosts like tucker carlson admitted they don't believe it yet they still say they do on air
0,me rn when armored vm server got beamed
0,cant really listen to any news channels anymore as they are all politically biased
0,me when roxo still sells gta 5 accounts in 2023 💀
0,so theyre only going to display news that fits into their agenda
0,he jus said he was redoing ui
0,they don't blatantly and purposefully lie and mislead
0,kris doesn't want to join com anymore
0,i don't need that shitty name vanity
0,can't wait for trump vs biden v2 in 2024
0,republicans haven't done anything meaningful in the last 10 years
0,expect get in the way of stuff that actually matters
0,@/sbin are you gonna to cry because i stole alexa vanity?
0,trump cannot have any credible position in an election anymore. his political career is over
0,and here you are a flat earther
0,I was thinking to buy this little guy for my house just for URL-filtering what do u think? Worth right?
0,i hope new president is muslim in US
0,3. all states are unsafe execpt 3 states
0,4. shooters at school for no reason
0,are you about to pass out from lack of nutrients because you've starved yourself all day for a mystical ghost from the sand book
0,5. americans use illegal stuff ddos crack accs and more cyber shit like wocky retarded
0,i hope all muslims go to saudi
0,but whole world knew america is unsafe
0,im good stayin here until i go huntin for a wife
0,@sheesh sell me some of your Public IPs
0,People not from America say its not safe
0,i mean im still alive aint i
0,only god know if ur going to end ur life
0,dont plan on killing myself any time soon
0,This man said the sand book :kek:
0,"do you mean ""kys""? i didn't said that"
0,americans thinks they can enter heaven whey they gets shots from ppl in america
0,you say kys when you're telling someone else to do it
0,when americans want peoples attention they just start shooting
0,just shows you're fat as fuck if you cant last 14 hours without snacking on something white people do it all the time
0,europe and america thinks they can stop russia
0,hes a puppet for the left wing
0,fasting is for people who are 300lbs and need to lose weight
0,What are them slanted eye fuckers gonna do?
0,he's gonna be based in a nursing home in a few months
0,you can fast and not lose weight
0,fasting is unhealthy if your young and growing
0,Not only that just alot of useful
0,no need. Ukraine is doing that by themselves
0,young and growing people dont need to fast
0,Russia is being reduced to China's little bitch. everybody knows Russia is the junior partner in that relationship
0,yeah but the sand book says they need to otherwise the ghosts will be angry
0,what verse in the quran says children need to fast
0,no no no give me a verse. because as far as i know children dont need to and is purely optional
0,@Lexis I was only playing ily don't ban me
0,you'd probably get stoned in Afghanistan if you were caught drinking water during the magical event
0,show me one instance where that happened
0,these niggas not eating for 30 days like its some mrbeast challenge
0,blitz is angry because he wont be able to go a few hours without eating his kale chips
0,i don't commit crimes at a significantly higher rate than natives
0,and we eat food at night and we start fasting at late night
0,watch it blitz! you almost made a claim without a source!
0,replays is the reason this server got banned
0,his hood nigga friends kept sending weed pictures
0,im not gonna use your shitty armored vm
0,your tryna get attention and that is failing gagagagagag
0,lol nah its part of the email thing i gotta setup
0,may i ask what crimes these may be anyways this doesnt match up with your claim
0,@/sbin you do if you still talking
0,don't wanna talk to losers like u
0,i expect we grow this server more then ever before
0,@Lexis try not get frosted flokes in here
0,frosted doesn't do that to me sir.
0,im working on cleaning the dashboard up rn
0,making it just tables and a few buttons per page
0,@Lexis i demand an additional 5 megabytes to my ram
0,@Nebula word how do i even use this hoe anyway
0,do i just send a verify embed and only create a server when i need to migrate?
0,thank you! i got him in the server
0,send me on how to get my website link with ur picture
0,how did you get ur link to ur website
0,i made one in flask a while ago
0,someone needs to port it to linux
0,my discord is too young it says
0,my discord is to young to sign up to the sight @keratin
0,i have sharex on my pc tho
0,bro youre like a discord punching bag literally everyone makes fun of you
0,crazy talk for someone who is intoxicated every single night
0,Name one person in this server that likes you?
0,Perked I told you try not talk with me
0,you think the earth is flat bro
0,But you literally just talked to him?
0,x-plane 12 clouds not looking like shit? big up
0,is this the paki who says want to debate then invites me to his muslim server
0,Show me that you have fivem roxo
0,sorry i don't show to the losers like u
0,you sell gta 5 accounts in 2023
0,You sit inside all day drooling at people ddosing
0,It’s like your turned on by niggas getting ddosed
0,You’ve been in com what? 5 years
0,Yea keep talking with emojis cus youre my bitch
0,@Nebula wont let me create a bot
0,Are you filling in all the spots?
0,If you be arguing with your SO every day that's toxic should prolly bail on that relationship
0,Well I'd play on my xbox BUT MY FUCKING HDMI PORT BROKEN
0,go ahead and open that mf and fix it
0,yea this shits all sorts of done goofed
0,And an HDMI port has a lot of tiny contacts
0,bust out the iron and give it a shot
0,u have u actually type in EVERYTHING
0,cant fuck it up more than its already fucked up
0,I mean honestly I might at this point
0,🎶 Added **「10 Hours」 Runescape 07 - Sea Shanty 2 (Trap Remix)** (`10:00:02`)  to the queue at position 1
0,I wonder if my account is still a thing
0,why the fuck did it choose teh 10 hour one
0,🔉 Volume changed from `100` to `50`
0,🔊 Volume changed from `50` to `75`
0,i think i have all the armoredvm emojis downloaded
0,@Lexis i got a bunch of the emojis saved if u want me to add em
0,man we cant even hardly support and emojis
0,i can get u full boosts if u slide me an extra month 😉 😉 😏 😉
0,I declined as I do not accept illegitimate stuff.
0,@ArmoredVM play trap remix of popular songs
0,🎶 Added **Trap Music Remixes of Popular Songs Vol.5** (`57:10`)  to the queue at position 1
0,🎶 Skipped **「10 Hours」 Runescape 07 - Sea Shanty 2 (Trap Remix)**
0,this is AWFULLY like a red role
0,HOW DID YOU NOT HAVE THEM BACKED UP
0,i really gotta be saving images in folders man
0,Some peoples marriages would've ended if their wives checked their pcs
0,If you clicked on them they'll be in your Discord cache
0,Sorry its too late for that pal
0,It was .jpg or .png I don't remember which one
0,we never getting that Fished ArmoredVM one back
0,I need to find my blocked like nothing Trump
0,this could go the other way too
0,my pc is made out of mashed potatoes and 5 month old milk
0,look how many stickers i have salvaged
0,found this again while digging through cache
0,somewhere in there is child porn that greek sent
0,what is your favorite car in real life
0,what is your favorite car in real life
0,and the worst part about it is its gonna be on ur hard drive until that slot is taken up
0,what have they done to the car
0,bro i think u need a new spoiler
0,Looks like it's deleted a good bit
0,Guess the cache doesn't go that far back ._.
0,there is fucking LIT one engine sound
0,god forbid someone runs disk drill on your computer
0,It's better to cum in the sink than to sink in the cum
0,Yeah i never said fivem is bad before i play for first time
0,bro this shit was my childhood on xbox bro
0,Boutta play this shit maxed out on PC
0,i click get an thats all broken after adding my server shit but also sending a verify embed just says the guild dont exist
0,@Lexis Use emojis.gg bot to copy emojis from other servers
0,how many acc you get beambed? @Lexis
0,Stop adding that symbol to the faggot flag
0,Did your parent raised you so wrong ?
0,i mean shit he was raised better then the other folks in here
0,what are you going to do about it
0,No real white supremacists like me would want that symbol on the gay fucking flag
0,talk all you want rather have a bisexual kid than a tranny
0,what? you rather have a tranny kid than a bisexual one?
0,One girl from Ukraine doesn’t speak Dutch at my  work
0,nigga i said rather if i had to pick one i aint picking the tranny
0,i know a cute dutch girl myself
0,Don’t you work in a fucking bread factory
0,His gf keep sending him a cum
0,@Lexis i demand an orange keragation role
0,@Lexis I'm going to need my roles back
0,Can I have a good role ? 😇
0,if this is online then it should not be taken serious
0,What the fuck is going on in vc
0,some nigga listening to this coding rn
0,shes either getting recommended cum memes or is searching for them either way its a disturbing thing to do
0,@keratin she said to him “everyone want me” he got mad and slapped his phone while FaceTime his girl and dude who want her
0,That boy using this to go faster
0,i have the opening dialogue burned into my brain
0,imagine hearing that shit for like 5 years straight
0,i remember hella long ago i went on my nephew's ps3 and got on gta iv and that shit was max volume
0,"No matter how much I used to button mash to load in I'd always hear ""Daaaddddysss back you biiitchesss"""
0,ive never seen a nigga jump up so quick
0,i had to turn down my tv
0,@Lexis i need a #7cff30 hex color keragation role
0,its funny but it'll get you caught up
0,imagine my parents hearing that shit every day when i played. they must've thought i was into some crazy shit
0,"""oh he's at it again just ignore him"""
0,no bitch it doesnt work coming from you
0,terrorists. there's been a big scare and you cant (i think: travel around the city so good)
0,You ever had 2 women at once?
0,I asked for my roles before you guys
0,4 big beautiful titties to be playing with
0,scratch that ive forgotten some of it
0,nigga i asked for roles before ut fat fuck ass came in you paid for ur role
0,Yeah when prophet Muhammad stops being a pedo
0,Pal I’ve had roles before you even know who Alexa was
0,alt tabbing out doesn't work so good
0,never been a pedo and he has passed away 600 years ago
0,hate to say it but i aint niggers with beaners
0,You’re my nigga keratin stop acting different infront of your paki friends
0,I’m not in com servers you stupid paki fuck
0,dont you wash your feet off with pig piss and mud?
0,oh? pig piss and mud is water for you ?
0,do you have pig piss and mud coming from your slum apartment?  @Replays
0,apartment? im in an house meanwhile you're in a mud hut
0,that boy roxo live in a flint stone house
0,buddy house running off of man power
0,roxo coming home from school to live in a house without windows
0,ngl this is most likely a duplex but ill let you be
0,Perked like to talk about me Infront of his autistic and kaffirr me
0,roxo when keragation says some lame shit
0,Roxo i will kick you in the head
0,💀 i wonder why homeless people hut outside horrible places instead of places where people with money are
0,man it aint tha deep you can make lean in ur kitchen and call it a day
0,im liked round' these parts no weirdness
0,lean is cough syrup and a soda aint it?
0,i got 5 year old cough syrup in there
0,How perked and replays shitting at same time in shit house
0,HAHAHAHAHA we beat each other off too and hit a crazy ass blunt as well
0,nah nigga digs up holes in his back yard like a dug
0,Why the fuck I have red role
0,you've had a reputation to get ban very fast
0,Courvix instantly banned me for annyoing him
0,racism yall dont ban a nigga that repeatedly sent child porn but you ban a mf for arguing?
0,nah he just slandered perked then left
0,I’m not even speaking and this boy calls me a child
0,oh wait my bad i mean libel
0,Roxo you literally sell gta 5 accounts
0,He sees my story of I sell acc
0,And now he call me I sell gta 5
0,He only will Infront of his frisnds
0,i saw it like 3 days ago
0,Bc you scared to reply on story????
0,Because im not wasting my time on a shit stain
0,only reason i brung it up is cus i saw your stupid ass
0,Why you still following me on Instagram
0,U likes to talk about me in here Infront of your friends
0,If my story is bother  you
0,stay on follow back hoe ass nigga
0,And no one cares if you say I sell gta5
0,Who is gonna buy a shitty gta account
0,Roxo you literally made a com server
0,isn't roxo the guy that got ran out of armored by zalgo
0,yawn with your mouth that wide open one more time and im face fucking you
0,We’ve literally had a great roast of roxo
0,#NAME?
0,i thought you were going to sleep roxo?
0,he sells duped modded accounts worth 5$ for 40
0,I dont sell mine to retards tho
0,Them com kids can't even get 5 users on a netwerk and I got almost 100 active VPS skeletor
0,im saying so hard the veins in my ass are popping
0,You have to become a bisexual pilot too
0,Rylen when he isn’t having esex with other transgenders on discord
0,the transgenders I have sex with ensure I don't need to do that
0,yawll a new spongebob episode dropping tomorrow
0,all i can see is the music video in these lyrics
0,Looks like that new LIT ArmoredVM Discord
0,@Perked can I borrow your gun really quick
0,No i don’t share with people among the discord platform
0,glad to see the murica flag is up there
0,@Lexis kick me from the vc im not actually in it
0,thanks. you're not such a bad red role yourself
0,If my role changed would you like me more
0,nah bro whose ipod songs are these 😭
0,if it isnt from 2004 then he doesnt like it
0,if u can boost why do i boost
0,swear these are on some sort of 2011 youtube playlist 😭
0,Bro it might as well be 2011
0,the agario clips background music goes hard
0,I’ll take my senior admin role back gangy @Lexis
0,"ill take my ""cute little boy"" role thank you"
0,funny how nigga paid for a role and is at the same level we are
0,Do you ever feel like a plastic bag drifting through the wind
0,Little do you know is a LIT SONG
0,🔊 Volume changed from `75` to `90`
0,Some of these songs were on my wedding playlist
0,Who the fuck are you talking too
0,It appears to be you that he's talking to
0,damn alexa you gotta get that kd up
0,would you like to enjoy a crisp cold coke
0,How do you know old people like it
0,My old family members didn't like pepsi sir
0,unfortunately it cant compete in todays market
0,ranch flavor is bottom of the barrel
0,I used to enjoy the Cool Ranch but after a while i dislike it
0,I like a few pieces of em
0,Well its all artificial but cool ranch tastes like it more
0,ive had a flaming hot mtn dew
0,I been had roles before I boosted
0,I had roles in Alexa vpn chat in 2019 haven’t paid for a role ever
0,@Lexis set up a vpn server rq
0,astrid keeps dyin literally seconds before my vpn auth is up
0,i still cant even install a vpn
0,two negrods hosting useless tor exit nodes and still aint stoppin me
0,useless and bring in hella abuse reports
0,id understand if they got something out of it
0,but there are already millions of tor exits
0,and its not even like they help them out with speed since they all slow as hell
0,explain that booster role you have sir
0,i heard u know how to setup xlink servers?
0,yall the first people to see donald trump with cat paws playing poker with a tabby cat
0,Does anybody know an alternative to 6Wind for high packet processing? (This is what OVH use for their AntiDDoS and that shit can handle 10Gbit/s per core)
0,I'm sure the nice lady is aware of their rabies status
0,They use DPDK for high processing + the FPGAs
0,where are you getting 6wind from? I have never heard of that nor seen them mention it
0,It’s not really known… but that shit is god in network performance
0,oh my fucking god they are so annoying
0,i want to stomp their fucking head in
0,an alternative for very high performance is XDP
0,doesn't need to run on FPGAs can be any server
0,has to be the right NIC though
0,it's also the superior ddos mitigation technology
0,someone here gotta explain why my vps maxed out ram and cpu then died
0,because of its existing capabilities and potential
0,yeah and it works very well for path
0,bro who sent a memory method 😭
0,damn the memory issue was my fault
0,hell yeah i been seeding green book
0,Is it enough for Apache web server?
0,its better for brokies with shit hardware like you
0,can someone make clairetard not a red role
0,:kingpepe: my role shall stay above that twink
0,:sus: shit i think ive done enough seeding for today
0,@Lexis give me cool completely useless role as long as it's above keratin
0,anyway what's the best webserver and why is it nodejs http library
0,my big toe is .25 mouse traps long
0,why did you draw out the tiktok logo
0,Cause I sent it to a streamer friend that opened it on stream no free promo bud
0,Must be eating some strange broccoli over there
0,@claire ever had mdma? Big thing over there right
0,Every drug is a big thing here
0,I hit a “bump” that I can push past when I’m nearly balls deep in her ass. Is this me entering the sigmoid?
0,But my friends use it a lot
0,A bump is snorting I’ve vowed to myself I will never snort anything
0,My friends disappear after my drugs wear off
0,U can put it up your ass too that’s the biggest sigmoid way
0,Yeah I have a telegram guy that does bulk mdma from Netherlands
0,Had pure mdma like 2 days ago
0,No your thinking about that vice documentary stuff
0,I don't care about your drug habits tbh
0,bet it stinks as bad as weed does tbh
0,Moon rocks is wax covered in kief
0,that boys bedroom smells like walking into a damp green house with mold all over the walls
0,My room smells like this and it's top notch shit
0,idk what that is but use it on me
0,You want to smell like a bitch?
0,yeah I'm sure that's how that works
0,How would you know you take d!cks in the butt
0,Because every single dude guy has it
0,And so what if it’s overused are u meant to buy by how many people have it or how good it smells?
0,You put on rainbow glitter and smell like a cheap hooker and cigarettes
0,dunno it's kinda weird when everybody smells the same
0,please don't send that shit in this chat
0,Stop exposing me to porn you peodphile!
0,I can just appeal and say im british
0,But well if I'm so much of a pedo then why don't you file a police report?
0,Nothing because I'm not violating any laws
0,But you said your scared of “fags”
0,Why would they call that shoot or gun that's so odd it's a bad term for them folks
0,Brothas pc can’t handle the screen recording
0,I got more important stuff to do
0,y'all forgot I got opps irl so ion got no time for dat
0,Your a civilian u aint got no ops
0,Still trying to get revenge on your high school bullies huh?
0,His opps are the veggies and fruits that his mom makes him eat
0,the opps better watch out I'm eating my veggies and getting big and strong
0,That’s how u know he ain’t got opps guy thinks it’s a flex to have some
0,Wow the hood your so gang mane
0,you not in the streets like me
0,If you really had opps you know it’s not a flex 😂
0,nigga stay on the sidewalk you not in the streets
0,Picture taken from inside the school bus
0,What if dis whole bus blew up
0,Maybe a scratch on my wrist or something
0,No I ate my veggies last night
0,I know living with them they might influence you and all but
0,Make sure you don’t forget your explosive gear though
0,Make you sure not getting fall off from earthquake
0,Or meth if you really want to
0,So just go with that or something
0,Is %95 of the server your boyfriends ?
0,I couldn’t get hard the other day when dis bitch was grinding on me
0,Can you make him to go your country
0,You have the build of a 53 year old Italian waitress calm down buddy
0,Why @claire don’t tell me their gender
0,Do you know what’s things is child learning from school?
0,And yes I now they're getting classes about sex and stuff
0,Now don't act like it's bad to discuss those subjects
0,So? Isn’t that disgusting  or what
0,breaking news: schools teach students things they need to learn in life
0,Well it got shipped today so its not gonna come the same day
0,i was a child when i was 14-15 and thats when we started getting sex education
0,gender identity can be moved down in age because its less of a mature subject than sex is
0,I've had other orders with them also
0,he shouldnt fall any further down than he currently is
0,yeah israel has nice beaches people women food etc
0,Yeah they don’t want us to show what happened
0,Literally just like using Squid on PFSense
0,Have to agree with the women part
0,You should buy the clothes from instagram
0,@Lexis can we ban this xenophobic anti-semitic person
0,like the self-proclaimed Palestinians do to innocent civilians with rockets
0,From israel who trying to take stuff away
0,Good luck when israel destroyed mosque in Palestine
0,Only Muslims know what happened after that
0,Yeah but still palestine isnt a country
0,are you trying to suggest some poor towel heads in gaza can destroy the planet
0,they cant even destroy an israeli tank
0,You are trying to get on side courvix
0,Whats that got to do with palestine not  being a country
0,Yeah i didnt say i dont support it its just not a country
0,God sent earthquake to turkey and Pakistan and Afghanistan
0,Because God gave more alive to Europe and British
0,More of a Sister of Christ personally
0,I might stop wasting my time on kaffirs
0,Or maybe cause turkey is just geographically one of the most active earthquake zones
0,It’s make me to check this server if I am in them
0,I’ll leave so I won’t be addicted
0,yeah well brian krebs was on it in december
0,Doesn't really go into specifics so cant really tell
0,Oh no watch out now not a fake ddos for hire service
0,love seeing ddos skids continue to get fed fucked
0,not like people don’t use fake info and a vpn
0,Yeah its funny he included all the names of the owners of the stressers in the article
0,doubt they will go prison for it
0,I bet they think there smart for making a fake site
0,boy thinks the NCA is like a mafia or something
0,not like people don’t use fake info and a vpn anyways
0,oh they must be super anonymous and untraceable then
0,they would have to requests info from the hosting
0,vpn by any means don’t make you untraceable
0,jut delays the process if the hosting even keeps logs
0,im pretty sure only the president can get logs
0,that’s why you read the fine print
0,i havent been fired since that time at the dollar store
0,they got rid of cmg and entity
0,ddos skids 0 law enforcement and tech geniuses like me 100+
0,He tried to sneak in like me
0,@Lexis where is my cutie role smh
0,@Lexis could I buy a dedi from you for USA ovh?
0,i want to be spit on and choked not in substantial pain
0,anyway i plugged in my old monitor
0,Dedis from a reseller are almost pointless it would cost more for the customer to do so. I typically don't Do them because unless someone is willing to pay the Setup fee for a non-commitment or up-front for the entire 6-12-24 month commitment then I would be stuck with it if they do not complete it.
0,So unless you do that I don't do em
0,screenshots kinda weird when you're doing it multi monitor
0,it keeps popping up in auto complete and its pissing me off
0,i dont want ur shit fucking off-brand skeletor
0,@Lord Still dreaming of killing an unarmed black man Detective Doofus?
0,Where you at so I can violate your rights?
0,Yeah but I can't buy from ovh us they don't verify with my bank statement and passport because the name is slightly different
0,Yeah I'm watching the video on it
0,to show that he was trying to fix it
0,He was fighting 2auth and all sorts of shit
0,Feel bad for the video editor that had to look at Linus's cock while he was getting hacked
0,So is anyone else concerned that GPT 4 is not only capable of lying but thinks to itself that lying is a good idea and does it on purpose?
0,@Lord Sorry for calling you a dress up cop I apologise for my action.
0,GPT must be stopped it is unnatural
0,It's all good homie we on the internet it don't bother me :rofl:
0,That timestamp is where they were explaining how GPT 4 was having a conversation and thought to itself that it should lie then did lie
0,Idk seems like a great reason to be part of his team. They get to see the real tip from linus
0,"New channel gonna be called ""Linus's Tip"""
0,I have never actually heard you speak
0,Man's jealous his voice don't sound as crisp and clean as mine
0,I have a weird feeling nobody's coming in to the office today but me .-.
0,Sounds like a good time to me
0,Enjoying my Canada On Vous Herbergement rn
0,Ong tho today is the boss's daughter's birthday
0,And nobody's shown up to the office yet. Something tells me they ain't coming in
0,Just get naked and do no work
0,I mean I don't do any work anyway
0,I was originally hired on as a full stack dev but bossman moved me up to technical project manager
0,So all I really do is oversee everything everyone else does
0,So what category am i falling into
0,"My 3 month evaluation contract ends at the end of this month and bossman sat me down and told me I'm ""too valuable to the team"" and he doesn't want to ""risk"" losing me so he's hiring me on full time and moving me up to technical project manager because he feels like I have a lot of ""wasted potential"" where I am right now"
0,Crazy cause most of the time I'm just sitting here on Youtube
0,Maybe the tiny things you do actually do you are good at
0,That's pretty much what my wife said
0,She said it's about time I'm being paid what I deserve and shit
0,Something about how most people aren't really tech savvy so the stuff that I've been doing my whole life which is like nothing to me is apparently impressive to some
0,Well you've seen how com skeeds are.
0,one person does something that is literally Not EVEN professional nor best practice but somehow works
0,Honestly I think it's some of that imposter syndrome type shit
0,I don't think half the shit I do is that impressive but then on the same token I was hired in as a full stack dev on the spot after showing him my websites and projects
0,That's alright though I won't expose you of your fraudity
0,And I actively run a site with a fuck ton of users
0,I STILL don't feel like it's really all that
0,Your ASN is prolly in the block list
0,I have a list of certain ASNs that get tagged for captchas and shit
0,anyway lets go check out thi discord server
0,Nah idk I set those CF rules so long ago there's no telling
0,"God fucking damnit Lord i saw ""tom"" in your discord staff and it was you fuck off mate im triyna troll some staff members"
0,do you even have any god dangit
0,"was tryina come in there and say ""Time to steal some customers"""
0,I have a new discord server and all sorts of shit that's gonna drop when I update the site
0,The new site is much much better
0,Just haven't finalized it yet cause I'm still working on transferring over the API files
0,I want it to be fully seamless
0,"Oh the ""staff"" are people I already now"
0,Yeah there's no real landing page for the new site
0,But the rest of the site is :firegif:
0,Don't ever say those words together again
0,may aswell buy a Dedicated but nooooo
0,First off I don't receive Attack Emails for CA. Nor can I set ORG for some reason.
0,No issue here cause they drool over slamming this
0,it acts like it isn't even linked to me :kek:
0,Yeah especially when it says some MC Hosting.
0,oh yea there indian support is bad
0,I feel like building a kubernetes cluster
0,Shame you're not in a walkable area
0,car dependency costs the US economy 1 trillion yearly
0,If you're not on ArmoredVM Canada what are you even doing with your life.
0,if ATC did their jobs properly they could send landing aircraft to the other parallel runway
0,he was like the only chill nigga in com
0,i know periodic can’t stay away from ddosing
0,makes me sad as he was like super chill
0,i’ll try and dm him on steam or something
0,call him and say “ yrx misses you dawg “
0,he hasn’t been on rust in 3 days
0,i’ll go find his dox and call him
0,That boy is literally about to search for a dox just to call dude up and say i miss you to another man
0,path is not the best for minecraft servers
0,355 mods and you’d think it’d be running fast
0,well with a Ca server with 16gb of ram you can do anything
0,what's it take for me to switch you from Path
0,Oh ok so what if you had a better server for $4
0,Didn't he give you like 16gb of ram?
0,this guy got 11G of RAM and 1 CPU Core
0,And you still can't run a minecraft server?
0,I think i have like 2 or 3
0,mean while the Ca server got 16gb of ram and 8 cores i’ll run that mf server like a king
0,Yeah you're not running 300 mods on 3 cores buy
0,"i am in need of ""cute AF"" thanks."
0,I think he gave me more tho
0,Might as well put that mf in the bathtub that server is shit
0,Hope it can't get fixed so ArmoredVM can steal him
0,Seems like i am going to need a bigger server
0,Oh ok so you're paying for a server?
0,gl finding anything comparable on kimsufi :skeletor:
0,Boy's missing out on ArmoredVM Canada r9 5900x
0,hope ur MC server is always @ 2k MS Ticks
0,I'm gonna get a Canada one for a year once I finish my attack detection and rate limiting scripts
0,kimsufi ain't gonna cut it if that Server from that Nebula boy isnt working
0,most powerful they got is probably 470k
0,this mf cpu on this server is WILD
0,Sounds like you need a 8 Core ArmoredVM Canada 5900x
0,don’t know what your talking about brotha
0,This boy is complaining about the free server you gave because he can't run his 300 mods on minecraft without 2k ms ticks then threatened to go to Kimsufi
0,just talking abt the best hosting to exist
0,If you weren't complaining you wouldn't say jack squat
0,you just move on with your life little boy
0,Realistically you could just be quiet fella
0,This perked boy making Nebula go through hoops
